concept_id,concept_synonym_name,language_concept_id
2061500366,General|Problem List,4180186
2061500450,Medications|Amiodarone,4180186
2061500451,Medications|Lorazepam (Ativan),4180186
2061500452,Medications|Atropine,4180186
2061500453,Medications|Esmolol,4180186
2061500454,Medications|Calcium Gluconate,4180186
2061500455,Medications|Diltiazem,4180186
2061500456,Medications|Cisatracurium,4180186
2061500457,Medications|Diazepam (Valium),4180186
2061500458,Medications|Dobutamine,4180186
2061500459,Medications|Dopamine,4180186
2061500460,Medications|Midazolam (Versed),4180186
2061500461,Medications|Drotrecogin (Xigris),4180186
2061500462,Medications|Ketamine,4180186
2061500463,Blood Products/Colloids|Factor VIII,4180186
2061500464,Medications|Fentany,4180186
2061500465,Medications|Phenylephrine,4180186
2061500466,Medications|Furosemide (Lasix),4180186
2061500467,Medications|Haloperidol (Haldol),4180186
2061500468,Medications|Hydralazine,4180186
2061500469,Medications|Hydromorphone (Dilaudid),4180186
2061500470,Medications|Lepirudin,4180186
2061500471,Medications|Norepinephrine,4180186
2061500472,Medications|Milrinone,4180186
2061500473,Medications|Magnesium Sulfate,4180186
2061500474,Medications|Naloxone (Narcan),4180186
2061500475,Medications|Nesiritide,4180186
2061500476,Medications|Nicardipine,4180186
2061500477,Medications|Nitroprusside,4180186
2061500478,Medications|Nitroglycerin,4180186
2061500479,Medications|Vecuronium,4180186
2061500480,Medications|Procainamide,4180186
2061500481,Medications|Propofol,4180186
2061500482,Nutrition - Parenteral|Ranitidine,4180186
2061500483,Medications|Vasopressin,4180186
2061500484,Medications|Verapamil,4180186
2061500485,Respiratory|Intubation - Details,4180186
2061500488,5-Imaging|Magnetic Resonance Imaging,4180186
2061500489,Medications|Insulin - 70/30,4180186
2061500490,Medications|Insulin - Regular,4180186
2061500491,Medications|Insulin - NPH,4180186
2061500492,Medications|Insulin - Glargine,4180186
2061500493,Medications|Insulin - Humalog 75/25,4180186
2061500494,Medications|Insulin - Humalog,4180186
2061500495,Labs|TCO2 (calc) Venous,4180186
2061500496,Alarms|Non-Invasive Blood Pressure Alarm - High,4180186
2061500497,Alarms|Non-Invasive Blood Pressure Alarm - Low,4180186
2061500498,Neurological|Risk for Falls,4180186
2061500499,General|Precautions: Standard +,4180186
2061500500,Routine Vital Signs|Temperature Fahrenheit,4180186
2061500501,Routine Vital Signs|Temperature Celsius,4180186
2061500502,Routine Vital Signs|Bladder Pressure,4180186
2061500503,Routine Vital Signs|Orthostatic HR lying,4180186
2061500504,Routine Vital Signs|Orthostatic HR sitting,4180186
2061500505,Routine Vital Signs|Orthostatic BPs standing,4180186
2061500506,Hemodynamics|PCWP,4180186
2061500507,Hemodynamics|SvO2,4180186
2061500508,Hemodynamics|PA Line cm Mark,4180186
2061500509,Hemodynamics|VAD Beat Rate R,4180186
2061500510,Pain/Sedation|Pain Present,4180186
2061500511,Pain/Sedation|Pain Type,4180186
2061500512,Pain/Sedation|Pain Location,4180186
2061500513,Pain/Sedation|Pain Cause,4180186
2061500514,Pain/Sedation|Pain Level,4180186
2061500515,Pain/Sedation|Pain Management,4180186
2061500516,Pain/Sedation|Pain Level Acceptable,4180186
2061500517,Pain/Sedation|Pain Assessment Method,4180186
2061500518,Pain/Sedation|Untoward Effect,4180186
2061500519,Pain/Sedation|Sensory Level,4180186
2061500520,Pain/Sedation|Epidural Appearance,4180186
2061500521,Pain/Sedation|NMB Medication,4180186
2061500522,Toxicology|Nausea and Vomiting (CIWA),4180186
2061500523,Toxicology|Tremor (CIWA),4180186
2061500524,Toxicology|Paroxysmal Sweats,4180186
2061500525,Toxicology|Anxiety,4180186
2061500526,Toxicology|Auditory Disturbance,4180186
2061500527,Toxicology|Agitation,4180186
2061500528,Toxicology|Tactile Disturbances,4180186
2061500529,Toxicology|Visual Disturbances,4180186
2061500530,Toxicology|Headache,4180186
2061500531,Toxicology|Orient/Clouding Sensory,4180186
2061500532,Toxicology|Insomnia,4180186
2061500533,Toxicology|Seizure,4180186
2061500534,Toxicology|Sustained Nystagmus,4180186
2061500535,Toxicology|Ataxia,4180186
2061500536,Toxicology|Slurred Speech,4180186
2061500537,Toxicology|Drowsiness,4180186
2061500538,Labs|PH (Arterial),4180186
2061500539,Respiratory|O2 Flow,4180186
2061500540,Respiratory|Inspired O2 Fraction,4180186
2061500541,Respiratory|ETT Size (ID),4180186
2061500542,Respiratory|ETT Location,4180186
2061500543,Respiratory|Passey Muir Valve in use,4180186
2061500544,Respiratory|Ventilator Type,4180186
2061500545,Respiratory|Ventilator Mode,4180186
2061500546,Respiratory|Inspired Gas Temp.,4180186
2061500547,Respiratory|Paw High,4180186
2061500548,Respiratory|Apnea Interval,4180186
2061500549,Neurological|Orientation,4180186
2061500550,Neurological|GCS - Verbal Response,4180186
2061500551,Neurological|GCS - Motor Response,4180186
2061500552,Neurological|Speech,4180186
2061500553,Neurological|Communication,4180186
2061500554,Neurological|Gag Reflex,4180186
2061500555,Neurological|Cough Reflex,4180186
2061500556,Neurological|Pupil Size Right,4180186
2061500557,Neurological|Spontaneous Movement,4180186
2061500558,Neurological|Response to Stimuli (Type),4180186
2061500559,Neurological|RU Strength/Movement,4180186
2061500560,Neurological|RL Strength/Movement,4180186
2061500561,Neurological|LU Strength/Movement,4180186
2061500562,Neurological|LL Strength/Movement,4180186
2061500563,Neurological|Neuro Symptoms,4180186
2061500564,Neurological|Seizure Activity,4180186
2061500565,Neurological|RLE Sensation,4180186
2061500566,Neurological|Seizure Duration,4180186
2061500567,Neurological|Neuro Drain #1 Type,4180186
2061500568,Neurological|Neuro Drain #1 Level,4180186
2061500569,Neurological|Neuro Drain #1 Status,4180186
2061500570,Neurological|Neuro Drain #1 Drainage,4180186
2061500571,Cardiovascular (Pulses)|Dorsal PedPulse R,4180186
2061500572,Cardiovascular (Pulses)|PostTib. Pulses R,4180186
2061500573,Cardiovascular (Pulses)|Radial Pulse R,4180186
2061500574,Cardiovascular (Pulses)|Ulnar Pulse R,4180186
2061500575,Cardiovascular (Pulses)|Brachial Pulse R,4180186
2061500576,Cardiovascular (Pulses)|Femoral Pulse R,4180186
2061500577,Cardiovascular (Pulses)|Popliteal Pulse R,4180186
2061500578,Cardiovascular|Graft/Flap Pulse,4180186
2061500579,Cardiovascular (Pulses)|Dorsal PedPulse L,4180186
2061500580,Cardiovascular (Pulses)|Brachial Pulse L,4180186
2061500581,Cardiovascular (Pulses)|Femoral Pulse L,4180186
2061500582,Cardiovascular (Pulses)|Popliteal Pulse L,4180186
2061500583,Cardiovascular (Pulses)|PostTib. Pulses L,4180186
2061500584,Cardiovascular (Pulses)|Radial Pulse L,4180186
2061500585,Cardiovascular (Pulses)|Ulnar Pulse L,4180186
2061500586,Cardiovascular (Pulses)|Capillary Refill R,4180186
2061500587,Cardiovascular|Pericardial Drain Status,4180186
2061500588,Cardiovascular|Pericardial Drain Drainage,4180186
2061500589,Cardiovascular|Pericardial Drain Site,4180186
2061500590,Cardiovascular (Pacer Data)|Temporary Pacemaker Type,4180186
2061500591,Cardiovascular (Pacer Data)|Temporary Pacemaker Mode,4180186
2061500592,Cardiovascular (Pacer Data)|Temporary Venticular Sens Threshold mV,4180186
2061500593,Cardiovascular (Pacer Data)|Temporary Venticular Stim Threshold mA,4180186
2061500594,Cardiovascular (Pacer Data)|Temporary Pacemaker Wire Condition,4180186
2061500595,Cardiovascular (Pacer Data)|Temporary Pacemaker Wires Venticular,4180186
2061500596,Cardiovascular (Pacer Data)|Temporary Pacemaker Wires Ground,4180186
2061500597,Cardiovascular (Pacer Data)|Transcutaneous Pacer Placement,4180186
2061500598,Cardiovascular|Angio Site # 1,4180186
2061500599,Cardiovascular|Angio Appearance # 1,4180186
2061500600,Cardiovascular|Angio Dressing # 1,4180186
2061500601,Cardiovascular|Angio Site # 2,4180186
2061500602,Cardiovascular|Angio Appearance # 2,4180186
2061500603,Cardiovascular|Angio Dressing # 2,4180186
2061500604,Cardiovascular|RUE Color,4180186
2061500605,Cardiovascular|RLE Color,4180186
2061500606,Cardiovascular|LUE Color,4180186
2061500607,Cardiovascular|LLE Color,4180186
2061500608,Pulmonary|Respiratory Pattern,4180186
2061500609,Pulmonary|RUL Lung Sounds,4180186
2061500610,Pulmonary|RLL Lung Sounds,4180186
2061500611,Pulmonary|LUL Lung Sounds,4180186
2061500612,Pulmonary|LLL Lung Sounds,4180186
2061500613,Pulmonary|Respiratory Effort,4180186
2061500614,Pulmonary|Cough Effort,4180186
2061500615,Pulmonary|Cough Type,4180186
2061500616,Pulmonary|Chest Tube Site # 1,4180186
2061500617,Pulmonary|CT #1 Suction Amount,4180186
2061500618,Pulmonary|CT #1 Fluctuate,4180186
2061500619,Pulmonary|CT #1 Drainage,4180186
2061500620,Pulmonary|CT #1 Dressing,4180186
2061500621,Pulmonary|CT #1 Crepitus,4180186
2061500622,GI/GU|Oral Cavity,4180186
2061500623,GI/GU|Nares R,4180186
2061500624,GI/GU|Diet Type,4180186
2061500625,GI/GU|Abdominal Assessment,4180186
2061500626,GI/GU|Bowel Sounds,4180186
2061500627,GI/GU|Flatus,4180186
2061500628,GI/GU|Emesis Appearance,4180186
2061500629,GI/GU|GI #1 Intub Site,4180186
2061500630,GI/GU|GI #1 Tube Drainage,4180186
2061500631,GI/GU|GI #1 Tube Place Check,4180186
2061500632,GI/GU|Stool Consistency,4180186
2061500633,GI/GU|Stool Management,4180186
2061500634,GI/GU|Stool Guaiac,4180186
2061500635,GI/GU|Urine Source,4180186
2061500636,GI/GU|Urine Color,4180186
2061500637,Skin - Impairment|Impaired Skin Site #1,4180186
2061500638,Skin - Impairment|Impaired Skin Treatment #1,4180186
2061500639,Treatments|Head of Bed,4180186
2061500640,Treatments|Activity,4180186
2061500641,Treatments|Assistance Device,4180186
2061500642,Treatments|Activity Tolerance,4180186
2061500643,Treatments|Therapeutic Bed,4180186
2061500644,Treatments|Pressure Reducing Device,4180186
2061500645,Treatments|Anti Embolic Device,4180186
2061500646,Treatments|Knee Immobilizer Status,4180186
2061500647,Treatments|Range of Motion Location,4180186
2061500648,Treatments|Chest PT R/L,4180186
2061500649,Treatments|Warming Device,4180186
2061500650,Treatments|Cooling Device,4180186
2061500651,Treatments|Cervical Collar Type,4180186
2061500652,Treatments|Cervical Collar Status,4180186
2061500653,Treatments|PT Splint Location #1,4180186
2061500654,Access Lines - Peripheral|22 Gauge Site Appear,4180186
2061500655,Access Lines - Peripheral|22 Gauge Reason Discontinued,4180186
2061500656,Dialysis|Blood Flow (ml/min),4180186
2061500657,Dialysis|Heparin Dose (per hour),4180186
2061500658,Dialysis|Access Pressure,4180186
2061500659,Dialysis|Filter Pressure,4180186
2061500660,Dialysis|Effluent Pressure,4180186
2061500661,Dialysis|Return Pressure,4180186
2061500662,Dialysis|Replacement Rate,4180186
2061500663,Dialysis|Dialysate Rate,4180186
2061500664,Routine Vital Signs|Doppler BP,4180186
2061500665,Routine Vital Signs|Manual Blood Pressure Systolic Left,4180186
2061500666,Respiratory|MDI #1 Puff,4180186
2061500667,Respiratory|MDI #1 Drug,4180186
2061500668,Respiratory|MDI #2 Puff,4180186
2061500669,Respiratory|MDI #2 Drug,4180186
2061500670,Respiratory|MDI #3 Puff,4180186
2061500671,Respiratory|MDI #3 Drug,4180186
2061500677,Access Lines - Invasive|PICC Line Site Appear,4180186
2061500678,Dialysis|Hourly Patient Fluid Removal,4180186
2061500679,Routine Vital Signs|Pulsus Paradoxus,4180186
2061500680,Skin - Impairment|Impaired Skin Wound Base #1,4180186
2061500683,Access Lines - Invasive|Multi Lumen,4180186
2061500684,Access Lines - Invasive|PICC Line,4180186
2061500685,Access Lines - Invasive|Trauma line,4180186
2061500686,Continuous Cardiac Output via Pulmonary Artery Catheter || Access Lines - Invasive|CCO PAC,4180186
2061500687,Access Lines - Invasive|Dialysis Catheter,4180186
2061500688,Access Lines - Invasive|IABP line,4180186
2061500689,Access Lines - Invasive|Presep Catheter,4180186
2061500690,Access Lines - Peripheral|22 Gauge,4180186
2061500691,Access Lines - Peripheral|20 Gauge,4180186
2061500692,Access Lines - Peripheral|16 Gauge,4180186
2061500693,Access Lines - Peripheral|18 Gauge,4180186
2061500696,Access Lines - Invasive|Multi Lumen Site Appear,4180186
2061500698,Access Lines - Invasive|Multi Lumen Waveform Appear,4180186
2061500703,Access Lines - Invasive|Arterial line Site Appear,4180186
2061500705,Access Lines - Invasive|Arterial line Waveform Appear,4180186
2061500710,Access Lines - Invasive|Cordis/Introducer Site Appear,4180186
2061500712,Cardiovascular (Pulses)|Capillary Refill L,4180186
2061500713,IABP|Assisted Systole,4180186
2061500714,IABP|Augmented Diastole,4180186
2061500715,IABP|BAEDP,4180186
2061500716,Impella|ABI Brachial BP R (Impella),4180186
2061500717,IABP|ABI Brachial BP L,4180186
2061500718,IABP|ABI Ankle BP R,4180186
2061500719,Impella|ABI Ankle BP L (Impella),4180186
2061500720,IABP|IABP Mean,4180186
2061500721,Pain/Sedation|PCA medication,4180186
2061500722,Pain/Sedation|PCA dose,4180186
2061500723,Pain/Sedation|PCA lockout (min),4180186
2061500724,Pain/Sedation|PCA 1 hour limit,4180186
2061500725,Pain/Sedation|PCA basal rate (mL/hour),4180186
2061500726,Pain/Sedation|PCA inject,4180186
2061500727,Routine Vital Signs|QTc,4180186
2061500728,Hemodynamics|VAD Beat Rate L,4180186
2061500729,Pain/Sedation|Epidural Infusion Rate (mL/hr),4180186
2061500730,Pain/Sedation|Epidural Total Dose (mL),4180186
2061500731,Pain/Sedation|Epidural Medication,4180186
2061500732,Respiratory|Sputum Consistency,4180186
2061500733,Respiratory|Sputum Color,4180186
2061500734,Respiratory|Sputum Source,4180186
2061500735,Respiratory|Sputum Amount,4180186
2061500736,Respiratory|Cont Neb - Med,4180186
2061500737,Pain/Sedation|PCA cleared,4180186
2061500738,1-Intubation/Extubation|Intubation,4180186
2061500739,Cardiovascular|Heart Sounds,4180186
2061500740,Cardiovascular (Pacer Data)|Temporary Atrial Sens,4180186
2061500741,Respiratory|ETT Mark (location),4180186
2061500742,Respiratory|ETT Position Change,4180186
2061500743,Dialysis|ART Lumen Volume,4180186
2061500744,Dialysis|VEN Lumen Volume,4180186
2061500745,Pain/Sedation|Pain Level Response,4180186
2061500746,Pain/Sedation|PCA bolus,4180186
2061500747,Pain/Sedation|Epidural Bolus (mL),4180186
2061500748,Pain/Sedation|TOF Response,4180186
2061500749,Pain/Sedation|TOF Twitch,4180186
2061500750,Respiratory|ETT Mark (cm),4180186
2061500751,Respiratory|Cuff Pressure,4180186
2061500752,Respiratory|Negative Insp. Force,4180186
2061500753,Respiratory|Vital Cap,4180186
2061500754,Respiratory|Spont Vt,4180186
2061500755,Respiratory|Spont RR,4180186
2061500756,Pulmonary|CT #2 Crepitus,4180186
2061500757,Pulmonary|CT #2 Drainage,4180186
2061500758,Pulmonary|CT #2 Dressing,4180186
2061500759,Pulmonary|CT #2 Fluctuate,4180186
2061500760,Pulmonary|CT #2 Suction Amount,4180186
2061500761,Pulmonary|CT #3 Crepitus,4180186
2061500762,Pulmonary|CT #4 Crepitus,4180186
2061500763,Pulmonary|CT #3 Drainage,4180186
2061500764,Pulmonary|CT #3 Dressing,4180186
2061500765,Pulmonary|CT #4 Dressing,4180186
2061500766,Pulmonary|CT #3 Fluctuate,4180186
2061500767,Pulmonary|CT #4 Fluctuate,4180186
2061500768,Pulmonary|CT #3 Suction Amount,4180186
2061500769,Pulmonary|CT #4 Suction Amount,4180186
2061500770,Pulmonary|Chest Tube Site # 2,4180186
2061500771,Pulmonary|Chest Tube Site #3,4180186
2061500772,Pulmonary|Chest Tube Site #4,4180186
2061500773,GI/GU|GI #2 Intub Site,4180186
2061500774,GI/GU|GI #3 Intub Site,4180186
2061500775,GI/GU|GI #2 Tube Place Check,4180186
2061500776,GI/GU|GI #3 Tube Place Check,4180186
2061500777,GI/GU|GI #2 Tube Drainage,4180186
2061500778,GI/GU|GI #3 Tube Drainage,4180186
2061500779,Treatments|PT Splint Location #4,4180186
2061500780,Treatments|PT Splint Location #2,4180186
2061500781,Treatments|PT Splint Location #3,4180186
2061500782,Access Lines - Invasive|PA Catheter,4180186
2061500783,Skin - Impairment|Impaired Skin Type #1,4180186
2061500784,Skin - Impairment|Impaired Skin Length #1,4180186
2061500785,Skin - Impairment|Impaired Skin Odor #1,4180186
2061500786,Access Lines - Peripheral|14 Gauge,4180186
2061500787,Skin - Impairment|Tunneling Present #1,4180186
2061500788,General|Daily Weight,4180186
2061500789,Routine Vital Signs|Temperature Site,4180186
2061500790,Routine Vital Signs|Manual Blood Pressure Diastolic Left,4180186
2061500791,Routine Vital Signs|Orthostatic BPs lying,4180186
2061500792,Routine Vital Signs|Orthostatic BPs sitting,4180186
2061500793,Routine Vital Signs|Orthostatic HR standing,4180186
2061500794,Routine Vital Signs|Ectopy Type 1,4180186
2061500795,Routine Vital Signs|Ectopy Frequency 1,4180186
2061500796,IABP|Unassisted Systole,4180186
2061500797,IABP|PAEDP,4180186
2061500798,Hemodynamics|ECMO,4180186
2061500799,Pain/Sedation|PCA attempt,4180186
2061500800,Pain/Sedation|PCA total dose,4180186
2061500801,Toxicology|Nasal Congestion,4180186
2061500802,Toxicology|Goose Flesh,4180186
2061500803,Toxicology|Sweating,4180186
2061500804,Toxicology|Restlessness,4180186
2061500805,Toxicology|Lacrimation,4180186
2061500806,Toxicology|Pupils,4180186
2061500807,Toxicology|Yawning,4180186
2061500808,Toxicology|Abdominal Changes: Observation,4180186
2061500809,Toxicology|Muscle Aches,4180186
2061500810,Toxicology|Nausea and Vomiting (CINA),4180186
2061500811,Toxicology|Tremor (CINA),4180186
2061500812,Respiratory|Tidal Volume (set),4180186
2061500813,Respiratory|Tidal Volume (observed),4180186
2061500814,Respiratory|Tidal Volume (spontaneous),4180186
2061500815,Respiratory|Minute Volume,4180186
2061500816,Respiratory|Respiratory Rate (Set),4180186
2061500817,Respiratory|Respiratory Rate (spontaneous),4180186
2061500818,Respiratory|Respiratory Rate (Total),4180186
2061500819,Respiratory|Flow Rate (L/min),4180186
2061500820,Respiratory|Peak Insp. Pressure,4180186
2061500821,Respiratory|Plateau Pressure,4180186
2061500822,Respiratory|Mean Airway Pressure,4180186
2061500823,Respiratory|Total PEEP Level,4180186
2061500824,Respiratory|PSV Level,4180186
2061500825,Respiratory|PCV Level,4180186
2061500826,Respiratory|P High (APRV),4180186
2061500827,Respiratory|P Low (APRV),4180186
2061500828,Respiratory|T High (APRV),4180186
2061500829,Respiratory|T Low (APRV),4180186
2061500830,Respiratory|Recruitment Press,4180186
2061500831,Respiratory|Recruitment Duration,4180186
2061500832,Respiratory|Recruitment Mode,4180186
2061500833,Respiratory|SBT Started,4180186
2061500834,Respiratory|SBT Stopped,4180186
2061500835,Respiratory|SBT Successfully Completed,4180186
2061500836,Respiratory|O2 Consumption,4180186
2061500837,Respiratory|Resting Energy Expenditure,4180186
2061500838,Respiratory|Peak Exp Flow Rate,4180186
2061500839,Neurological|Corneal Reflex Right,4180186
2061500840,Neurological|Corneal Reflex Left,4180186
2061500841,Neurological|Pupil Size Left,4180186
2061500842,Respiratory|Inspiratory Time,4180186
2061500843,Respiratory|RSBI Deferred,4180186
2061500844,Respiratory|Vd/Vt Ratio,4180186
2061500845,Respiratory|Respiratory Quotient,4180186
2061500846,Respiratory|Transpulmonary Pressure (Exp. Hold),4180186
2061500847,Respiratory|Transpulmonary Pressure (Insp. Hold),4180186
2061500848,Respiratory|Nitric Oxide,4180186
2061500849,Respiratory|Nitric Oxide Tank Pressure,4180186
2061500850,Cardiovascular (Pacer Data)|Temporary Pacemaker Rate,4180186
2061500851,Cardiovascular (Pacer Data)|Temporary Atrial Sens Threshold mV,4180186
2061500852,Cardiovascular (Pacer Data)|Temporary Atrial Sens Setting mV,4180186
2061500853,Cardiovascular (Pacer Data)|Temporary Atrial Stim Threshold mA,4180186
2061500854,Cardiovascular (Pacer Data)|Temporary Atrial Stim Setting mA,4180186
2061500855,Neurological|RUE Sensation,4180186
2061500856,Neurological|LUE Sensation,4180186
2061500857,Neurological|LLE Sensation,4180186
2061500858,Cardiovascular|RUE Temp,4180186
2061500859,Cardiovascular|LUE Temp,4180186
2061500860,Cardiovascular|RLE Temp,4180186
2061500861,Cardiovascular|LLE Temp,4180186
2061500862,Pulmonary|CT #1 Leak,4180186
2061500863,Pulmonary|CT #2 Leak,4180186
2061500864,Pulmonary|CT #3 Leak,4180186
2061500865,Pulmonary|CT #4 Leak,4180186
2061500866,GI/GU|GI #1 Tube Type,4180186
2061500867,GI/GU|GI #1 Tube Status,4180186
2061500868,GI/GU|GI #2 Tube Type,4180186
2061500869,GI/GU|GI #2 Tube Status,4180186
2061500870,GI/GU|GI #3 Tube Type,4180186
2061500871,GI/GU|GI #3 Tube Status,4180186
2061500872,GI/GU|Stool Color,4180186
2061500873,GI/GU|Ostomy,4180186
2061500874,GI/GU|Ostomy Appearance,4180186
2061500875,Cardiovascular|AV Fistula R Bruit,4180186
2061500876,Cardiovascular|AV Fistula R Thrill,4180186
2061500877,Cardiovascular|AV Fistula L Bruit,4180186
2061500878,Cardiovascular|AV Fistula L Thrill,4180186
2061500879,Pulmonary|CT #1 Suction Type,4180186
2061500880,Pulmonary|CT #2 Suction Type,4180186
2061500881,Pulmonary|CT #3 Suction Type,4180186
2061500882,Pulmonary|CT #4 Suction Type,4180186
2061500883,GI/GU|GI #1 Tube Place Method,4180186
2061500884,GI/GU|GI #2 Tube Place Method,4180186
2061500885,Labs|Arterial Base Excess,4180186
2061500886,Respiratory|Trach Tube Type,4180186
2061500887,Respiratory|Trach Tube Manufacturer,4180186
2061500888,Respiratory|Trach Tube Size (I.D.),4180186
2061500889,Respiratory|ETT Type,4180186
2061500890,Respiratory|SBT Deferred,4180186
2061500891,Cardiovascular (Pacer Data)|Temporary Ventricular Capture,4180186
2061500892,Cardiovascular (Pacer Data)|Temporary Ventricular Stim Setting mA,4180186
2061500893,Cardiovascular (Pacer Data)|Temporary Pacemaker Wires Atrial,4180186
2061500894,Hemodynamics|Cardiac Output (CCO),4180186
2061500895,Cardiovascular (Pacer Data)|Permanent Pacemaker Mode,4180186
2061500896,Cardiovascular (Pacer Data)|Permanent Pacemaker Rate,4180186
2061500897,Skin - Impairment|Impaired Skin Width #1,4180186
2061500898,Skin - Impairment|Impaired Skin Drainage Amount #1,4180186
2061500899,Cardiovascular (Pacer Data)|Temporary Atrial Capture,4180186
2061500900,GI/GU|Urine Appearance,4180186
2061500902,GI/GU|Nares L,4180186
2061500903,Skin - Impairment|Impaired Skin Drainage Amount #2,4180186
2061500904,Skin - Impairment|Impaired Skin Drainage Amount #3,4180186
2061500905,Skin - Impairment|Impaired Skin Drainage Amount #4,4180186
2061500906,Skin - Impairment|Impaired Skin Drainage Amount #5,4180186
2061500907,Skin - Impairment|Impaired Skin Drainage Amount #6,4180186
2061500908,Skin - Impairment|Impaired Skin Drainage Amount #7,4180186
2061500909,Skin - Impairment|Impaired Skin Drainage Amount #8,4180186
2061500910,Skin - Impairment|Impaired Skin Length #2,4180186
2061500911,Skin - Impairment|Impaired Skin Length #3,4180186
2061500912,Skin - Impairment|Impaired Skin Length #4,4180186
2061500913,Skin - Impairment|Impaired Skin Length #5,4180186
2061500914,Skin - Impairment|Impaired Skin Length #6,4180186
2061500915,Skin - Impairment|Impaired Skin Odor #2,4180186
2061500916,Skin - Impairment|Impaired Skin Odor #3,4180186
2061500917,Skin - Impairment|Impaired Skin Odor #4,4180186
2061500918,Skin - Impairment|Impaired Skin Odor #5,4180186
2061500919,Skin - Impairment|Impaired Skin Odor #6,4180186
2061500920,Skin - Impairment|Impaired Skin Odor #7,4180186
2061500921,Skin - Impairment|Impaired Skin Odor #8,4180186
2061500922,Skin - Impairment|Impaired Skin Site #2,4180186
2061500923,Skin - Impairment|Impaired Skin Site #3,4180186
2061500924,Skin - Impairment|Impaired Skin Site #4,4180186
2061500925,Skin - Impairment|Impaired Skin Site #5,4180186
2061500926,Skin - Impairment|Impaired Skin Site #6,4180186
2061500927,Skin - Impairment|Impaired Skin Site #7,4180186
2061500928,Skin - Impairment|Impaired Skin Site #8,4180186
2061500929,Skin - Impairment|Impaired Skin Treatment #2,4180186
